DataStart
key0,np51019a,51019,1,0,,1,0
key1,np51029a,51029,1,0,,1,0
key2,np5103a,5103,2,0,,1,0
key3,np5104a,5104,1,0,,1,0
key4,np5105a,5105,1,0,,1,0
key5,np5106a,5106,1,0,,1,0
key6,np5107a,5107,1,0,,1,0
key7,np5108a,5108,1,0,,1,0
key8,np5109a,5109,1,0,,1,0
key9,np51109a,51109,2,0,,1,0
key10,np56019a,56019,1,0,,1,0
key11,np56029a,56029,1,0,,1,0
key12,np56039a,56039,1,0,,1,0
key13,np56049a,56049,1,0,,1,0
key14,np56059a,56059,1,0,,1,0
key15,np5606a,5606,1,0,,1,0
key16,np5607a,5607,2,0,,1,0
key17,np5608a,5608,1,0,,1,0
key18,np5609a,5609,1,0,,1,0
key19,np5610a,5610,2,0,,1,0
key20,np53019a,53019,1,0,,1,0
key21,np53029a,53029,1,0,,1,0
key22,np53039a,53039,2,0,,1,0
key23,np53049a,53049,1,0,,1,0
key24,np53059a,53059,2,0,,1,0
key25,np58019a,58019,2,0,,1,0
key26,np58029a,58029,1,0,,1,0
key27,np58039a,58039,1,0,,1,0
key28,np58049a,58049,1,0,,1,0
key29,np5805a,5805,2,0,,1,0
key30,np54519a,54519,1,0,,1,0
key31,np54529a,54529,2,0,,1,0
key32,np5453a,5453,1,0,,1,0
key33,np5454a,5454,1,0,,1,0
key34,np5455a,5455,2,0,,1,0
key35,np59519a,59519,1,0,,1,0
key36,np59529a,59529,1,0,,1,0
key37,np5953a,5953,2,0,,1,0
key38,np5954a,5954,1,0,,1,0
key39,np5955a,5955,2,0,,1,0
key40,np51119a,51119,1,1,,1,0
key41,np51129a,51129,2,1,,1,0
key42,np5113a,5113,2,1,,1,0
key43,np5114a,5114,1,1,,1,0
key44,np5115a,5115,1,1,,1,0
key45,np5116a,5116,2,1,,1,0
key46,np5117a,5117,1,1,,1,0
key47,np5119a,5119,2,1,,1,0
key48,np5611a,5611,1,1,,1,0
key49,np5612a,5612,2,1,,1,0
key50,np5613a,5613,1,1,,1,0
key51,np5614a,5614,2,1,,1,0
key52,np5615a,5615,1,1,,1,0
key53,np5616a,5616,2,1,,1,0
key54,np53069a,53069,1,1,,1,0
key55,np5307a,5307,2,1,,1,0
key56,np5308a,5308,1,1,,1,0
key57,np5309a,5309,2,1,,1,0
key58,np5310a,5310,1,1,,1,0
key59,np5311a,5311,2,1,,1,0
key60,np5806a,5806,1,1,,1,0
key61,np5807a,5807,2,1,,1,0
key62,np5808a,5808,1,1,,1,0
key63,np5809a,5809,2,1,,1,0
key64,np5456a,5456,1,1,,1,0
key65,np5457a,5457,2,2,,1,0
key66,np5458a,5458,1,1,,1,0
key67,np5459a,5459,1,2,,1,0
key68,np5460a,5460,3,1,,1,0
key69,np5461a,5461,1,1,,1,0
key70,np5462a,5462,2,1,,1,0
key71,np5956a,5956,2,1,,1,0
key72,np5957a,5957,1,1,,1,0
key73,np5958a,5958,2,1,,1,0
key74,np5118a,5118,2,2,,1,0
key75,np5120a,5120,1,2,,1,0
key76,np5121a,5121,2,2,,1,0
key77,np5122a,5122,1,2,,1,0
key78,np5123a,5123,1,2,,1,0
key79,np5124a,5124,1,2,,1,0
key80,np5125a,5125,2,2,,1,0
key81,np5617a,5617,1,2,,1,0
key82,np5618a,5618,2,2,,1,0
key83,np5619a,5619,1,1,,1,0
key84,np5620a,5620,1,2,,1,0
key85,np5621a,5621,2,2,,1,0
key86,np5622a,5622,1,2,,1,0
key87,np5623a,5623,2,2,,1,0
key88,np5624a,5624,3,2,,1,0
key89,np5312a,5312,1,2,,1,0
key90,np5313a,5313,1,2,,1,0
key91,np5314a,5314,1,2,,1,0
key92,np5315a,5315,2,2,,1,0
key93,np5316a,5316,1,2,,1,0
key94,np5810a,5810,1,2,,1,0
key95,np5811a,5811,2,2,,1,0
key96,np5812a,5812,2,2,,1,0
key97,np5813a,5813,1,2,,1,0
key98,np5814a,5814,2,1,,1,0
key99,np5815a,5815,2,2,,1,0
key100,np5463a,5463,1,2,,1,0
key101,np5464a,5464,1,2,,1,0
key102,np5465a,5465,2,2,,1,0
key103,np5466a,5466,1,2,,1,0
key104,np5959a,5959,1,1,,1,0
key105,np5960a,5960,2,2,,1,0
key106,np5961a,5961,2,2,,1,0
key107,np5962a,5962,1,2,,1,0
key108,np5963a,5963,2,2,,1,0
key109,np5964a,5964,2,2,,1,0
key110,np5126a,5126,1,3,,1,0
key111,np5127a,5127,3,3,,1,0
key112,np5128a,5128,2,3,,1,0
key113,np5129a,5129,1,3,,1,0
key114,np5130a,5130,2,3,,1,0
key115,np5131a,5131,1,3,,1,0
key116,np5132a,5132,1,3,,1,0
key117,np5133a,5133,2,3,,1,0
key118,np5134a,5134,2,3,,1,0
key119,np5135a,5135,2,3,,1,0
key120,np5625a,5625,1,3,,1,0
key121,np5626a,5626,2,3,,1,0
key122,np5627a,5627,2,3,,1,0
key123,np5628a,5628,1,3,,1,0
key124,np5629a,5629,2,3,,1,0
key125,np5630a,5630,1,3,,1,0
key126,np5631a,5631,1,3,,1,0
key127,np5632a,5632,3,3,,1,0
key128,np5633a,5633,2,3,,1,0
key129,np5634a,5634,2,3,,1,0
key130,np5317a,5317,1,4,,1,0
key131,np5318a,5318,2,4,,1,0
key132,np5319a,5319,2,4,,1,0
key133,np5320a,5320,1,4,,1,0
key134,np5321a,5321,3,4,,1,0
key135,np5322a,5322,2,4,,1,0
key136,np5323a,5323,1,4,,1,0
key137,np5324a,5324,2,4,,1,0
key138,np5325a,5325,1,4,,1,0
key139,np5326a,5326,2,4,,1,0
key140,np5816a,5816,1,4,,1,0
key141,np5817a,5817,3,4,,1,0
key142,np5818a,5818,2,4,,1,0
key143,np5819a,5819,1,4,,1,0
key144,np5820a,5820,2,4,,1,0
key145,np5821a,5821,2,4,,1,0
key146,np5822a,5822,1,4,,1,0
key147,np5823a,5823,2,4,,1,0
key148,np5824a,5824,1,4,,1,0
key149,np5825a,5825,2,4,,1,0
key150,np5467a,5467,1,5,,1,0
key151,np5468a,5468,2,5,,1,0
key152,np5469a,5469,1,5,,1,0
key153,np5470a,5470,1,5,,1,0
key154,np5471a,5471,3,5,,1,0
key155,np5472a,5472,2,5,,1,0
key156,np5473a,5473,1,5,,1,0
key157,np5474a,5474,2,5,,1,0
key158,np5475a,5475,2,5,,1,0
key159,np5476a,5476,2,5,,1,0
key160,np5965a,5965,1,5,,1,0
key161,np5966a,5966,2,5,,1,0
key162,np5967a,5967,1,5,,1,0
key163,np5968a,5968,1,5,,1,0
key164,np5969a,5969,2,5,,1,0
key165,np5970a,5970,2,5,,1,0
key166,np5971a,5971,1,5,,1,0
key167,np5972a,5972,3,5,,1,0
key168,np5973a,5973,2,5,,1,0
key169,np5974a,5974,2,5,,1,0
key170,np5136a,5136,2,6,,1,0
key171,np5137a,5137,2,6,,1,0
key172,np5138a,5138,3,6,,1,0
